,id,genero,casado,edad,graduado,profesion,exp_laboral,nivel_gasto,tamanno_familia,anno_nacimiento,generacion,ingresos_anuales,provincia,encuentro_digital,gasto_medio_mensual_cuota,abandono,dias_como_cliente,camp_anno
2575,CLI2577,1,1,41,1,7,1,1,3,1983,3,89926,13,0.801,30,1,335,0.5
2576,CLI2578,1,1,50,0,7,2,1,3,1974,1,111676,30,0.74,30,0,595,4.0
2577,CLI2579,1,0,24,0,3,0,0,4,2000,2,15327,1,1.305,30,0,361,0.5
2578,CLI2580,0,1,66,1,4,2,0,1,1958,1,96595,1,0.955,50,0,326,0.5
2579,CLI2581,0,1,56,1,0,2,1,2,1968,1,75310,24,0.74,50,0,478,3.0
2580,CLI2582,1,1,65,1,0,2,1,2,1959,1,56109,24,1.678,50,1,215,0.0
2581,CLI2583,1,1,61,1,0,2,1,2,1963,1,80727,47,1.6,50,0,241,0.0
2582,CLI2584,1,0,24,0,3,0,0,3,2000,2,17197,15,0.995,30,0,422,3.0
2583,CLI2585,1,0,20,0,0,0,0,4,2004,2,17710,20,2.685,30,0,111,0.0
2584,CLI2586,0,1,92,0,8,2,2,2,1932,0,31581,19,1.541,30,1,237,0.0
2585,CLI2587,1,0,39,1,0,1,0,1,1985,3,19887,45,1.721,30,0,307,0.5
2586,CLI2588,1,1,55,1,7,2,1,3,1969,1,104056,40,1.072,80,1,340,0.5
2587,CLI2589,1,1,80,1,0,2,2,3,1944,0,106002,7,0.74,80,1,363,0.5
2588,CLI2590,0,0,25,0,4,0,0,4,1999,2,25164,34,11.325,30,0,237,0.0
2589,CLI2591,1,0,33,1,7,1,0,5,1991,3,23754,30,0.801,30,0,70,0.0
2590,CLI2592,0,0,23,1,3,0,0,5,2001,2,23140,2,1.961,30,0,402,3.0
2591,CLI2593,1,0,20,0,3,0,0,4,2004,2,13424,32,2.237,30,0,60,0.0
2592,CLI2594,1,1,51,1,0,2,1,3,1973,1,60900,25,1.111,80,0,186,0.0
2593,CLI2595,1,0,35,1,7,1,0,2,1989,3,27374,43,1.514,30,0,354,0.5
2594,CLI2596,0,0,40,1,3,1,0,3,1984,3,70570,16,2.02,30,0,491,1.0
2595,CLI2597,1,1,41,0,5,1,0,2,1983,3,72616,9,1.514,30,0,211,0.0
2596,CLI2598,1,0,46,1,7,2,0,1,1978,1,25813,17,1.463,30,0,469,1.0
2597,CLI2599,1,1,39,1,5,1,0,1,1985,3,26256,19,1.307,30,0,478,1.0
2598,CLI2600,0,1,46,1,3,2,1,2,1978,1,120369,49,1.756,50,0,418,3.0
2599,CLI2601,0,0,36,0,1,1,0,1,1988,3,27322,16,1.698,30,0,513,4.0
2600,CLI2602,0,1,39,0,4,1,2,2,1985,3,26828,9,0.755,30,0,541,4.0
2601,CLI2603,0,1,65,1,0,2,1,5,1959,1,37977,13,1.228,30,0,210,0.0
2602,CLI2604,1,1,77,1,0,2,0,1,1947,1,69204,46,0.7,50,0,425,3.0
2603,CLI2605,1,1,58,0,7,2,0,1,1966,1,82546,26,1.541,120,0,119,0.0
2604,CLI2606,0,1,88,0,8,2,2,2,1936,0,23423,3,1.717,30,0,227,0.0
2605,CLI2607,1,1,62,0,2,2,2,3,1962,1,50191,49,1.678,30,0,459,3.0
2606,CLI2608,1,1,43,1,0,2,1,2,1981,3,38942,42,1.56,50,0,301,0.5
2607,CLI2609,0,1,80,1,0,2,1,3,1944,0,98964,5,1.287,80,0,109,0.0
2608,CLI2610,0,1,64,1,0,2,1,5,1960,1,79106,6,1.248,30,1,242,0.0
2609,CLI2611,0,0,33,0,1,1,0,9,1991,3,31425,12,1.997,30,0,129,0.0
2610,CLI2612,0,0,25,0,3,0,0,3,1999,2,19429,5,1.961,30,0,361,0.5
2611,CLI2613,1,1,65,1,0,2,1,4,1959,1,87235,44,0.74,80,0,174,0.0
2612,CLI2614,0,1,62,1,5,2,0,2,1962,1,116999,34,1.482,50,0,134,0.0
2613,CLI2615,0,1,44,1,0,2,0,1,1980,1,41894,25,1.721,50,1,142,0.0
2614,CLI2616,0,1,75,1,0,2,0,2,1949,1,46073,46,0.622,50,0,150,0.0
2615,CLI2617,1,0,32,1,0,1,0,6,1992,3,31593,36,2.066,30,1,363,0.5
2616,CLI2618,0,1,61,1,0,2,1,3,1963,1,123667,10,0.622,80,0,243,0.0
2617,CLI2619,1,0,23,0,3,0,0,4,2001,2,12131,2,2.133,30,0,281,0.0
2618,CLI2620,0,0,21,0,4,0,0,4,2003,2,15595,14,2.513,30,0,271,0.0
2619,CLI2621,0,1,45,0,3,2,1,4,1979,1,72209,14,1.192,30,0,224,0.0
2620,CLI2622,1,0,45,1,0,2,0,1,1979,1,50498,42,0.663,50,0,130,0.0
2621,CLI2623,1,0,36,0,5,1,0,2,1988,3,21173,39,1.008,30,0,45,0.0
2622,CLI2624,1,1,34,0,0,1,1,2,1990,3,28007,42,1.031,30,1,164,0.0
2623,CLI2625,1,0,45,1,0,2,0,1,1979,1,117249,44,1.031,50,0,79,0.0
2624,CLI2626,1,1,39,1,2,1,2,4,1985,3,27927,20,0.686,30,0,368,3.0
2625,CLI2627,1,1,45,1,7,2,1,2,1979,1,117047,9,1.054,50,1,216,0.0
2626,CLI2628,1,1,89,1,8,2,2,2,1935,0,104985,1,1.326,50,1,167,0.0
2627,CLI2629,1,0,29,0,3,0,0,3,1995,3,20428,45,0.995,30,0,411,3.0
2628,CLI2630,1,1,46,0,2,2,2,5,1978,1,78677,33,0.974,30,0,595,4.0
2629,CLI2631,0,1,58,1,0,2,1,2,1966,1,89062,4,0.974,50,1,280,0.0
2630,CLI2632,0,1,36,1,7,1,1,3,1988,3,23745,16,1.905,30,0,264,0.0
2631,CLI2633,1,1,43,1,0,2,0,2,1981,3,51827,21,1.698,50,0,38,0.0
2632,CLI2634,1,1,91,1,2,2,2,2,1933,0,107759,15,0.681,50,0,354,0.5
2633,CLI2635,0,0,28,0,0,0,0,3,1996,3,31580,2,2.996,30,1,312,0.5
2634,CLI2636,1,0,44,1,7,2,0,2,1980,1,32889,37,1.33,30,0,567,1.0
2635,CLI2637,0,0,24,0,3,0,0,4,2000,2,23274,46,0.995,30,0,566,4.0
2636,CLI2638,0,1,41,1,0,1,1,2,1983,3,61340,9,1.399,50,0,395,3.0
2637,CLI2639,0,1,72,1,0,2,0,2,1952,1,87786,18,1.306,50,0,506,1.0
2638,CLI2640,1,1,54,1,0,2,1,2,1970,1,129522,18,0.72,50,1,209,0.0
2639,CLI2641,0,1,42,1,4,2,0,2,1982,3,62671,17,1.215,50,1,307,0.5
2640,CLI2642,0,1,72,1,0,2,1,2,1952,1,108546,49,1.561,50,0,135,0.0
2641,CLI2643,0,1,53,0,4,2,1,5,1971,1,107116,2,1.678,30,0,420,3.0
2642,CLI2644,1,1,57,1,7,2,0,4,1967,1,65351,2,0.935,80,1,244,0.0
2643,CLI2645,1,1,80,1,8,2,0,1,1944,0,129414,43,1.248,50,0,492,1.0
2644,CLI2646,0,0,53,1,4,2,0,1,1971,1,81949,36,0.583,50,1,239,0.0
2645,CLI2647,1,0,28,1,5,0,0,2,1996,3,22313,34,2.513,30,1,230,0.0
2646,CLI2648,1,0,34,1,3,1,0,3,1990,3,29117,8,1.813,30,0,277,0.0
2647,CLI2649,1,0,28,0,7,0,0,9,1996,3,18028,8,3.099,30,0,487,3.0
2648,CLI2650,1,0,23,0,5,0,0,1,2001,2,19202,19,3.065,30,0,582,4.0
2649,CLI2651,1,0,22,0,3,0,0,4,2002,2,18722,30,14.085,30,0,126,0.0
2650,CLI2652,1,0,28,0,2,0,0,3,1996,3,18324,18,1.512,30,0,595,4.0
2651,CLI2653,1,1,28,1,0,0,0,2,1996,3,26675,12,2.616,30,0,95,0.0
2652,CLI2654,1,0,32,0,7,1,0,3,1992,3,31934,27,1.1,30,0,213,0.0
2653,CLI2655,0,1,79,0,7,2,1,3,1945,0,96233,13,1.091,30,0,208,0.0
2654,CLI2656,1,1,53,1,0,2,2,2,1971,1,79268,29,0.72,50,0,408,3.0
2655,CLI2657,1,0,31,0,5,0,0,5,1993,3,20470,3,1.077,30,0,579,4.0
2656,CLI2658,0,1,46,1,0,2,2,3,1978,1,58017,10,0.779,80,1,153,0.0
2657,CLI2659,0,1,35,1,0,1,0,3,1989,3,18241,2,1.146,30,0,193,0.0
2658,CLI2660,1,1,54,1,0,2,0,1,1970,1,40387,10,1.287,50,1,379,3.0
2659,CLI2661,0,1,61,1,0,2,1,2,1963,1,105539,2,0.974,50,1,107,0.0
2660,CLI2662,0,1,44,1,0,2,1,3,1980,1,58726,46,1.468,30,0,397,3.0
2661,CLI2663,0,0,41,1,5,1,0,3,1983,3,47268,13,0.985,30,0,371,3.0
2662,CLI2664,1,0,30,0,3,0,0,4,1994,3,25527,23,1.79,30,0,106,0.0
2663,CLI2665,0,1,35,1,1,1,2,2,1989,3,24241,49,1.008,30,0,531,4.0
2664,CLI2666,1,1,40,0,2,1,2,4,1984,3,72526,31,1.008,30,0,277,0.0
2665,CLI2667,0,0,31,1,1,0,0,1,1993,3,27273,16,1.629,30,1,276,0.0
2666,CLI2668,1,1,79,0,7,2,1,1,1945,0,62339,45,1.228,30,0,167,0.0
2667,CLI2669,1,0,20,0,7,0,0,4,2004,2,23994,34,2.961,30,0,33,0.0
2668,CLI2670,0,0,40,1,0,1,0,1,1984,3,35939,40,1.284,50,0,581,1.0
2669,CLI2671,0,1,32,0,1,1,2,3,1992,3,23004,41,0.824,30,0,167,0.0
2670,CLI2672,0,1,97,1,8,2,2,2,1927,0,60286,45,1.111,50,1,345,0.5
2671,CLI2673,0,0,42,1,4,2,0,1,1982,3,66411,29,1.56,50,0,546,1.0
2672,CLI2674,1,1,96,1,8,2,0,1,1928,0,99698,17,1.209,50,0,241,0.0
2673,CLI2675,1,1,56,1,0,2,0,3,1968,1,33534,15,0.681,30,0,179,0.0
2674,CLI2676,1,1,56,1,7,2,1,4,1968,1,113828,24,0.935,80,1,316,0.5
2675,CLI2677,1,0,34,0,0,1,0,2,1990,3,21348,6,2.043,30,0,225,0.0
2676,CLI2678,0,1,52,1,0,2,1,3,1972,1,34457,23,0.642,30,0,270,0.0
2677,CLI2679,0,1,77,0,0,2,2,2,1947,1,40347,41,15.215,30,1,331,0.5
2678,CLI2680,1,0,34,0,3,1,0,4,1990,3,19684,0,1.077,30,1,187,0.0
2679,CLI2681,1,0,32,1,3,1,0,6,1992,3,27074,13,0.824,30,0,76,0.0
2680,CLI2682,0,0,22,0,3,0,0,1,2002,2,23545,9,2.789,30,0,182,0.0
2681,CLI2683,0,0,45,1,0,2,0,1,1979,1,56305,29,0.732,50,0,332,0.5
2682,CLI2684,1,1,75,0,7,2,1,2,1949,1,97487,41,1.482,120,0,565,4.0
2683,CLI2685,1,1,31,1,0,0,0,2,1993,3,28676,1,1.376,30,0,419,3.0
2684,CLI2686,1,0,35,1,5,1,0,4,1989,3,22068,6,0.939,30,0,48,0.0
2685,CLI2687,1,1,83,1,8,2,0,1,1941,0,43930,22,1.541,50,0,107,0.0
2686,CLI2688,0,0,43,1,3,2,0,1,1981,3,61348,14,1.422,50,0,210,0.0
2687,CLI2689,1,0,20,0,3,0,0,3,2004,2,19680,5,2.34,30,0,406,3.0
2688,CLI2690,0,1,46,1,0,2,1,2,1978,1,97260,36,1.482,50,1,361,0.5
2689,CLI2691,1,1,53,1,2,2,1,4,1971,1,23398,9,1.365,30,1,214,0.0
2690,CLI2692,0,1,77,1,0,2,2,2,1947,1,38962,7,1.737,50,0,462,1.0
2691,CLI2693,1,1,50,1,0,2,1,2,1974,1,126515,20,1.052,50,0,317,0.5
2692,CLI2694,0,0,32,1,3,1,0,4,1992,3,18295,9,2.066,30,0,481,3.0
2693,CLI2695,1,1,55,1,7,2,1,3,1969,1,56502,30,1.678,80,0,290,0.0
2694,CLI2696,0,0,24,0,3,0,0,6,2000,2,16481,42,1.926,30,0,342,0.5
2695,CLI2697,1,1,51,1,0,2,0,2,1973,1,45467,45,1.639,50,0,216,0.0
2696,CLI2698,1,1,43,0,0,2,0,2,1981,3,24490,39,1.79,30,0,560,4.0
2697,CLI2699,0,1,89,1,8,2,2,2,1935,0,96536,35,1.111,50,0,531,4.0
2698,CLI2700,0,1,54,1,0,2,1,3,1970,1,83324,1,1.306,80,0,559,4.0
2699,CLI2701,1,0,47,1,5,2,0,1,1977,1,113853,0,1.482,50,0,548,1.0
2700,CLI2702,1,1,73,1,0,2,2,2,1951,1,98421,49,0.896,50,0,569,4.0
2701,CLI2703,0,0,58,1,0,2,0,2,1966,1,122564,44,0.876,50,1,152,0.0
2702,CLI2704,0,0,32,1,0,1,0,1,1992,3,27005,18,1.997,30,0,266,0.0
2703,CLI2705,0,1,95,1,8,2,2,2,1929,0,65788,7,1.385,50,0,227,0.0
2704,CLI2706,1,1,77,1,0,2,1,3,1947,1,102150,17,1.287,80,1,157,0.0
2705,CLI2707,0,1,40,1,0,1,1,2,1984,3,87553,11,0.847,50,0,333,0.5
2706,CLI2708,1,0,39,1,0,1,0,2,1985,3,29873,7,1.652,30,0,208,0.0
2707,CLI2709,0,1,46,1,0,2,2,2,1978,1,66650,19,1.6,50,1,238,0.0
2708,CLI2710,0,1,54,1,5,2,2,3,1970,1,21810,38,0.564,30,1,224,0.0
2709,CLI2711,0,0,22,0,0,0,0,3,2002,2,19566,13,2.685,30,0,357,0.5
2710,CLI2712,0,1,30,0,4,0,1,9,1994,3,30255,44,1.33,30,0,220,0.0
2711,CLI2713,1,1,62,1,0,2,0,1,1962,1,78587,2,0.896,50,0,386,3.0
2712,CLI2714,1,1,74,0,0,2,0,1,1950,1,83459,27,1.111,120,0,151,0.0
2713,CLI2715,0,1,56,1,0,2,0,1,1968,1,34802,12,0.857,30,0,367,3.0
2714,CLI2716,1,1,54,1,0,2,1,3,1970,1,103510,30,1.756,80,1,191,0.0
2715,CLI2717,1,1,56,0,0,2,0,3,1968,1,123881,39,1.756,200,1,285,0.0
2716,CLI2718,0,0,29,1,0,0,0,9,1995,3,23601,0,2.927,30,0,557,4.0
2717,CLI2719,1,0,65,1,7,2,0,3,1959,1,118386,44,1.424,80,0,537,1.0
2718,CLI2720,0,1,34,1,7,1,0,1,1990,3,26526,17,1.008,30,0,415,3.0
2719,CLI2721,1,1,47,0,2,2,2,3,1977,1,42204,27,0.935,30,0,466,3.0
2720,CLI2722,1,1,65,0,2,2,1,5,1959,1,127094,26,0.974,200,1,352,0.5
2721,CLI2723,0,0,39,1,4,1,0,1,1985,3,23032,40,1.813,30,1,330,0.5
2722,CLI2724,1,0,20,0,3,0,0,1,2004,2,13706,4,2.72,30,0,125,0.0
2723,CLI2725,0,0,53,1,7,2,0,2,1971,1,28560,48,1.287,30,0,246,0.0
2724,CLI2726,0,1,97,1,8,2,2,2,1927,0,79193,33,1.619,50,1,239,0.0
2725,CLI2727,0,0,33,1,3,1,0,6,1991,3,29078,14,1.629,30,1,378,3.0
2726,CLI2728,0,0,24,0,3,0,0,3,2000,2,21143,27,3.065,30,0,59,0.0
2727,CLI2729,1,1,73,1,0,2,2,2,1951,1,75910,49,0.583,50,1,280,0.0
2728,CLI2730,0,1,89,0,4,2,2,2,1935,0,127887,30,1.346,120,0,138,0.0
2729,CLI2731,0,1,40,0,5,1,1,2,1984,3,34380,4,1.951,30,0,340,0.5
2730,CLI2732,1,1,33,0,5,1,1,2,1991,3,24940,15,1.031,30,1,275,0.0
2731,CLI2733,0,0,55,1,4,2,0,1,1969,1,90949,45,1.756,50,1,118,0.0
2732,CLI2734,1,1,56,1,0,2,0,2,1968,1,49859,49,1.697,50,0,281,0.0
2733,CLI2735,1,1,73,1,8,2,2,3,1951,1,22906,26,1.619,30,0,33,0.0
2734,CLI2736,0,1,43,1,4,2,1,2,1981,3,37335,17,1.606,50,1,151,0.0
2735,CLI2737,0,0,31,0,7,0,0,5,1993,3,18179,48,1.606,30,0,136,0.0
2736,CLI2738,1,1,39,1,2,1,1,3,1985,3,28916,44,0.824,30,0,450,3.0
2737,CLI2739,0,1,55,1,0,2,0,1,1969,1,74614,33,1.052,50,0,361,0.5
2738,CLI2740,1,0,30,1,7,0,0,2,1994,3,29006,22,1.836,30,0,470,3.0
2739,CLI2741,1,1,66,1,6,2,2,5,1958,1,95296,17,0.974,30,0,599,4.0
2740,CLI2742,1,1,57,0,7,2,1,4,1967,1,31842,46,1.111,30,0,538,4.0
2741,CLI2743,1,1,35,0,6,1,0,3,1989,3,29545,8,1.928,30,1,262,0.0
2742,CLI2744,0,1,46,1,5,2,0,1,1978,1,47680,13,0.896,50,1,213,0.0
2743,CLI2745,1,0,53,1,7,2,0,2,1971,1,80064,34,0.72,50,0,305,0.5
2744,CLI2746,1,1,83,1,8,2,2,2,1941,0,33015,29,1.228,30,0,172,0.0
2745,CLI2747,1,0,29,1,1,0,0,2,1995,3,19378,4,2.306,30,1,252,0.0
2746,CLI2748,0,0,23,0,3,0,0,7,2001,2,17910,37,1.029,30,1,174,0.0
2747,CLI2749,0,0,58,0,0,2,0,1,1966,1,33302,20,1.658,30,1,171,0.0
2748,CLI2750,1,0,35,1,5,1,0,3,1989,3,21633,35,1.629,30,0,479,3.0
2749,CLI2751,0,1,62,1,5,2,1,2,1962,1,103335,1,0.661,50,1,205,0.0
2750,CLI2752,0,0,40,1,0,1,0,4,1984,3,91809,1,1.468,30,0,129,0.0
2751,CLI2753,1,1,91,1,8,2,0,2,1933,0,58092,3,0.661,50,1,233,0.0
2752,CLI2754,1,1,46,1,2,2,0,2,1978,1,119608,17,1.717,50,0,547,1.0
2753,CLI2755,0,1,73,0,8,2,2,2,1951,1,113222,21,1.639,120,1,181,0.0
2754,CLI2756,1,1,68,1,2,2,2,2,1956,1,43305,29,1.463,50,1,303,0.5
2755,CLI2757,1,1,44,0,2,2,0,4,1980,1,112120,25,1.974,30,0,592,4.0
2756,CLI2758,1,0,42,1,0,2,0,1,1982,3,83218,20,0.939,50,0,589,4.0
2757,CLI2759,1,0,20,0,3,0,0,5,2004,2,15048,25,1.754,30,1,117,0.0
2758,CLI2760,0,1,68,1,0,2,0,2,1956,1,115699,5,15.215,50,1,146,0.0
2759,CLI2761,1,0,25,0,3,0,0,4,1999,2,24175,5,2.478,30,0,278,0.0
2760,CLI2762,0,1,62,1,8,2,1,2,1962,1,94411,18,1.033,50,0,434,3.0
2761,CLI2763,1,0,46,1,0,2,0,1,1978,1,121571,33,0.837,50,0,191,0.0
2762,CLI2764,0,0,35,0,6,1,0,4,1989,3,26848,16,1.836,30,0,326,0.5
2763,CLI2765,0,0,31,0,6,0,0,5,1993,3,29988,4,1.606,30,0,283,0.0
2764,CLI2766,1,1,85,0,8,2,0,1,1939,0,81386,12,0.837,120,0,357,0.5
2765,CLI2767,1,1,39,1,2,1,2,4,1985,3,28620,12,1.146,30,0,183,0.0
2766,CLI2768,0,0,33,1,3,1,0,1,1991,3,23946,19,1.192,30,0,389,3.0
2767,CLI2769,0,0,58,1,4,2,0,2,1966,1,75688,25,1.091,50,0,88,0.0
2768,CLI2770,0,0,30,1,8,0,0,1,1994,3,22260,45,1.882,30,0,97,0.0
2769,CLI2771,0,1,58,1,7,2,1,4,1966,1,37181,5,1.228,30,0,116,0.0
2770,CLI2772,1,1,57,1,2,2,2,4,1967,1,49867,25,0.583,30,1,127,0.0
2771,CLI2773,1,0,32,1,5,1,0,3,1992,3,25278,40,1.307,30,0,420,3.0
2772,CLI2774,1,0,40,1,0,1,0,3,1984,3,41668,45,1.261,30,1,174,0.0
2773,CLI2775,0,0,45,1,0,2,0,1,1979,1,116184,2,1.468,50,0,50,0.0
2774,CLI2776,1,1,79,1,2,2,2,4,1945,0,126076,41,0.955,80,0,364,0.5
2775,CLI2777,0,1,55,1,4,2,0,2,1969,1,65695,15,1.091,50,0,479,3.0
2776,CLI2778,0,1,87,1,8,2,2,2,1937,0,74496,47,1.287,50,1,276,0.0
2777,CLI2779,0,0,25,0,6,0,0,4,1999,2,26985,0,14.085,30,0,418,3.0
2778,CLI2780,0,0,28,1,3,0,0,1,1996,3,21985,47,1.719,30,0,214,0.0
2779,CLI2781,0,0,44,1,5,2,0,1,1980,1,65394,6,1.238,50,0,207,0.0
2780,CLI2782,1,1,30,1,3,0,1,2,1994,3,19046,25,0.847,30,1,348,0.5
2781,CLI2783,0,1,68,1,0,2,1,7,1956,1,63737,20,0.935,30,1,319,0.5
2782,CLI2784,1,1,32,1,3,1,1,2,1992,3,30896,46,1.261,30,0,553,4.0
2783,CLI2785,0,0,34,0,5,1,0,2,1990,3,18641,28,1.767,30,0,419,3.0
2784,CLI2786,1,1,41,0,4,1,1,2,1983,3,59260,7,1.514,30,0,484,3.0
2785,CLI2787,1,0,31,1,3,0,0,4,1993,3,18542,48,1.146,30,0,537,4.0
2786,CLI2788,0,0,29,1,0,0,0,5,1995,3,21463,4,2.858,30,1,190,0.0
2787,CLI2789,0,0,36,0,3,1,0,3,1988,3,18557,34,1.767,30,1,248,0.0
2788,CLI2790,1,1,65,1,0,2,0,4,1959,1,27441,14,1.111,30,0,263,0.0
2789,CLI2791,1,1,63,1,0,2,1,2,1961,1,91952,5,1.365,50,0,148,0.0
2790,CLI2792,0,0,47,1,6,2,0,1,1977,1,30283,32,1.091,30,0,485,3.0
2791,CLI2793,0,1,55,1,7,2,1,4,1969,1,123996,10,1.15,80,0,353,0.5
2792,CLI2794,0,0,32,1,0,1,0,2,1992,3,28460,35,1.399,30,0,500,0.0
2793,CLI2795,1,0,32,0,4,1,0,5,1992,3,20389,33,1.468,30,0,370,3.0
2794,CLI2796,0,1,31,1,5,0,2,8,1993,3,18688,38,1.031,30,1,222,0.0
2795,CLI2797,0,1,41,1,0,1,0,2,1983,3,45103,27,1.376,50,0,523,1.0
2796,CLI2798,0,1,83,1,8,2,2,4,1941,0,46431,37,1.228,30,0,236,0.0
2797,CLI2799,1,0,21,0,7,0,0,6,2003,2,17294,48,3.065,30,0,204,0.0
2798,CLI2800,0,0,46,1,0,2,0,1,1978,1,116344,0,0.974,50,1,348,0.5
2799,CLI2801,1,0,24,0,3,0,0,5,2000,2,18942,6,1.995,30,0,558,4.0
2800,CLI2802,0,1,31,1,5,0,1,2,1993,3,24552,33,1.606,30,0,124,0.0
2801,CLI2803,1,1,50,1,0,2,1,4,1974,1,41136,10,0.564,30,0,583,4.0
2802,CLI2804,1,1,56,1,7,2,0,3,1968,1,114005,33,0.603,80,0,319,0.5
2803,CLI2805,1,0,44,0,7,2,0,1,1980,1,94739,24,1.399,120,1,198,0.0
2804,CLI2806,1,0,46,1,0,2,0,1,1978,1,117241,43,0.915,50,0,271,0.0
2805,CLI2807,0,0,54,1,0,2,0,1,1970,1,41104,37,1.072,50,0,135,0.0
2806,CLI2808,0,1,51,1,8,2,1,3,1973,1,23986,7,1.17,30,1,259,0.0
2807,CLI2809,1,1,51,0,7,2,0,2,1973,1,60605,22,0.994,30,0,120,0.0
2808,CLI2810,1,1,32,1,0,1,1,3,1992,3,18062,8,1.169,30,0,369,3.0
2809,CLI2811,0,1,79,1,8,2,2,2,1945,0,110853,4,1.756,50,1,128,0.0
2810,CLI2812,1,0,29,1,3,0,0,3,1995,3,27415,28,1.65,30,1,140,0.0
2811,CLI2813,0,1,55,1,4,2,1,3,1969,1,61476,36,1.209,80,0,233,0.0
2812,CLI2814,1,0,36,1,5,1,0,3,1988,3,21471,27,1.1,30,0,42,0.0
2813,CLI2815,1,1,63,1,5,2,0,1,1961,1,93521,32,1.561,50,0,447,1.0
2814,CLI2816,0,1,39,1,0,1,1,2,1985,3,22496,0,1.284,30,0,194,0.0
2815,CLI2817,0,1,56,1,0,2,1,6,1968,1,97829,3,0.681,30,0,553,4.0
2816,CLI2818,1,1,57,1,7,2,1,6,1967,1,103600,39,0.896,30,1,130,0.0
2817,CLI2819,1,0,22,0,7,0,0,2,2002,2,18070,39,1.374,30,0,544,4.0
2818,CLI2820,1,0,36,0,6,1,0,6,1988,3,19458,31,0.663,30,0,219,0.0
2819,CLI2821,1,1,64,1,0,2,1,3,1960,1,63815,30,0.661,80,1,342,0.5
2820,CLI2822,0,0,41,0,0,1,0,1,1983,3,23348,41,2.066,30,0,56,0.0
2821,CLI2823,0,1,42,1,5,2,0,4,1982,3,66793,19,0.663,30,0,454,3.0
2822,CLI2824,0,0,30,0,3,0,0,1,1994,3,19016,23,1.606,30,0,134,0.0
2823,CLI2825,1,1,47,1,7,2,0,2,1977,1,28422,1,1.443,30,0,356,0.5
2824,CLI2826,0,0,20,0,3,0,0,5,2004,2,20303,28,2.064,30,0,381,3.0
2825,CLI2827,0,0,32,0,3,1,0,3,1992,3,19706,21,1.284,30,0,244,0.0
2826,CLI2828,1,1,95,0,8,2,1,2,1929,0,102388,45,1.306,120,0,102,0.0
2827,CLI2829,1,0,35,0,3,1,0,5,1989,3,20915,15,1.422,30,0,572,4.0
2828,CLI2830,0,1,57,0,4,2,0,6,1967,1,33946,34,15.215,30,0,311,0.5
2829,CLI2831,1,1,58,1,0,2,1,4,1966,1,51734,37,1.346,30,0,395,3.0
2830,CLI2832,1,0,32,0,3,1,0,3,1992,3,23841,21,1.79,30,1,300,0.0
2831,CLI2833,1,1,64,1,0,2,0,1,1960,1,94109,43,0.72,50,0,143,0.0
2832,CLI2834,1,0,24,0,3,0,0,5,2000,2,14170,48,1.685,30,0,193,0.0
2833,CLI2835,1,1,79,1,8,2,2,1,1945,0,97281,45,0.974,120,0,457,3.0
2834,CLI2836,0,1,43,1,0,2,1,4,1981,3,55752,36,1.123,30,1,215,0.0
2835,CLI2837,1,1,44,1,4,2,1,3,1980,1,24485,35,0.778,30,0,185,0.0
2836,CLI2838,0,0,25,0,3,0,0,5,1999,2,19184,8,1.029,30,1,285,0.0
2837,CLI2839,0,1,87,1,8,2,2,3,1937,0,106398,47,0.837,80,0,367,3.0
2838,CLI2840,0,1,77,1,8,2,2,2,1947,1,101149,35,1.424,50,1,157,0.0
2839,CLI2841,0,0,30,0,0,0,0,6,1994,3,22829,15,1.261,30,0,163,0.0
2840,CLI2842,1,1,52,0,2,2,2,2,1972,1,23400,7,1.17,30,0,322,0.5
2841,CLI2843,1,1,64,1,2,2,1,4,1960,1,56008,37,0.681,80,0,188,0.0
2842,CLI2844,1,1,29,0,7,0,2,6,1995,3,22827,24,1.581,30,1,294,0.0
2843,CLI2845,1,1,44,0,4,2,1,5,1980,1,112775,16,1.261,30,0,145,0.0
2844,CLI2846,1,1,39,1,2,1,1,2,1985,3,22510,28,1.399,30,0,570,4.0
2845,CLI2847,1,1,34,1,3,1,0,2,1990,3,30493,43,1.261,30,1,231,0.0
2846,CLI2848,0,1,47,1,0,2,2,4,1977,1,102094,10,0.759,80,1,259,0.0
2847,CLI2849,1,0,23,0,5,0,0,3,2001,2,23831,1,2.478,30,0,102,0.0
2848,CLI2850,0,0,32,1,0,1,0,3,1992,3,29923,15,0.962,30,1,238,0.0
2849,CLI2851,0,0,20,0,3,0,0,3,2004,2,12226,38,14.775,30,0,386,3.0
2850,CLI2852,1,0,31,1,0,0,0,3,1993,3,30588,48,0.755,30,0,562,4.0
2851,CLI2853,0,0,30,1,3,0,0,4,1994,3,25879,48,1.79,30,0,325,0.5
2852,CLI2854,0,1,52,1,5,2,1,2,1972,1,114132,38,0.779,50,0,229,0.0
2853,CLI2855,1,1,57,1,6,2,2,4,1967,1,65684,45,1.15,80,0,409,3.0
2854,CLI2856,0,0,46,0,6,2,0,2,1978,1,31592,1,0.974,30,0,67,0.0
2855,CLI2857,0,1,63,1,0,2,2,3,1961,1,81588,23,1.58,80,1,341,0.5
2856,CLI2858,1,1,67,1,2,2,2,2,1957,1,98112,3,0.876,50,0,520,4.0
2857,CLI2859,1,0,36,1,0,1,0,3,1988,3,21868,7,1.077,30,1,179,0.0
